index,0,1,2
26457,0.07190428674221039,0.15396402776241302,0.774131715297699
26458,0.30692481994628906,0.23515234887599945,0.4579228460788727
26459,0.03184036538004875,0.03784555196762085,0.9303140640258789
26460,0.07638786733150482,0.07379919290542603,0.8498130440711975
26461,0.06854258477687836,0.18317843973636627,0.7482789754867554
26462,0.046242568641901016,0.0710255354642868,0.8827319145202637
26463,0.5623894333839417,0.3541131615638733,0.08349740505218506
26464,0.0678834393620491,0.079667828977108,0.8524488210678101
26465,0.0387110561132431,0.06782234460115433,0.8934666514396667
26466,0.05490740016102791,0.39758265018463135,0.5475099086761475
26467,0.0934784933924675,0.14728055894374847,0.7592409253120422
26468,0.044704318046569824,0.060344330966472626,0.894951343536377
26469,0.6484860181808472,0.09911953657865524,0.25239452719688416
26470,0.08310230076313019,0.3024568557739258,0.6144408583641052
26471,0.07595354318618774,0.13413022458553314,0.7899162173271179
26472,0.088566355407238,0.2266540378332138,0.6847796440124512
26473,0.055151358246803284,0.06437373906373978,0.8804749250411987
26474,0.25438764691352844,0.6936911344528198,0.05192124843597412
26475,0.3959205150604248,0.26140525937080383,0.342674195766449
26476,0.042932745069265366,0.0779050663113594,0.8791621327400208
26477,0.1830301582813263,0.16763265430927277,0.6493370532989502
26478,0.05596913769841194,0.05027961730957031,0.893751323223114
26479,0.042154740542173386,0.07222865521907806,0.885616660118103
26480,0.0495665967464447,0.06819351017475128,0.8822399377822876
26481,0.0558072105050087,0.4836580455303192,0.4605346918106079
26482,0.1713915914297104,0.05258366838097572,0.7760246992111206
26483,0.03773564472794533,0.13396590948104858,0.8282983899116516
26484,0.11294005811214447,0.11514969170093536,0.7719103097915649
26485,0.032863907516002655,0.04656113684177399,0.920574963092804
26486,0.10405019670724869,0.21858452260494232,0.6773653626441956
26487,0.07533224672079086,0.09307975322008133,0.8315881490707397
26488,0.18532438576221466,0.7448968291282654,0.06977882981300354
26489,0.04746882617473602,0.33417510986328125,0.6183560490608215
26490,0.0785219594836235,0.2555956542491913,0.6658824682235718
26491,0.04806483909487724,0.06471706181764603,0.8872181177139282
26492,0.06571238487958908,0.35880687832832336,0.5754806995391846
26493,0.46855244040489197,0.5021045207977295,0.02934306487441063
26494,0.09666333347558975,0.19809573888778687,0.7052408456802368
26495,0.045271553099155426,0.07104071974754333,0.8836876153945923
26496,0.11286401003599167,0.10951349139213562,0.7776225209236145
26497,0.037376005202531815,0.884358823299408,0.07826519012451172
26498,0.21529532968997955,0.5538617968559265,0.23084287345409393
26499,0.06126938387751579,0.14182275533676147,0.7969078421592712
26500,0.06470192968845367,0.48155874013900757,0.45373931527137756
26501,0.07926686853170395,0.3103383183479309,0.6103948354721069
26502,0.027347339317202568,0.02516035921871662,0.9474923014640808
26503,0.09693484753370285,0.5970466136932373,0.3060186207294464
26504,0.0964323878288269,0.13426926732063293,0.7692983746528625
26505,0.045251425355672836,0.05376771464943886,0.9009808897972107
26506,0.05951039493083954,0.8718329668045044,0.06865657866001129
26507,0.08150319755077362,0.8769229054450989,0.04157393425703049
26508,0.08656182140111923,0.5576449632644653,0.3557932376861572
26509,0.055552512407302856,0.0872640386223793,0.8571833968162537
26510,0.04594767838716507,0.2806178033351898,0.6734344363212585
26511,0.05258830636739731,0.06703878194093704,0.880372941493988
26512,0.09215795993804932,0.12069028615951538,0.7871516942977905
26513,0.11296964436769485,0.1764221489429474,0.710608184337616
26514,0.04784039407968521,0.04425208643078804,0.9079075455665588
26515,0.39397838711738586,0.058482490479946136,0.5475391149520874
26516,0.051117535680532455,0.32148250937461853,0.6273998618125916
26517,0.18617090582847595,0.7622601985931396,0.05156891420483589
26518,0.07581143826246262,0.09842795133590698,0.8257606625556946
26519,0.523898184299469,0.10116566717624664,0.37493613362312317
26520,0.026556773111224174,0.8868787884712219,0.08656448125839233
26521,0.05622551217675209,0.1855715811252594,0.7582029700279236
26522,0.1703636795282364,0.14380384981632233,0.6858325004577637
26523,0.08896242827177048,0.1334388703107834,0.7775987386703491
26524,0.062167730182409286,0.18725697696208954,0.7505752444267273
26525,0.23937679827213287,0.15705737471580505,0.6035657525062561
26526,0.05103553459048271,0.0783076286315918,0.8706568479537964
26527,0.14889395236968994,0.41278040409088135,0.4383256435394287
26528,0.05891268700361252,0.9166691303253174,0.02441827580332756
26529,0.3262803554534912,0.07065245509147644,0.6030671000480652
26530,0.059124819934368134,0.13337117433547974,0.8075039982795715
26531,0.0517759695649147,0.13258610665798187,0.8156379461288452
26532,0.21217486262321472,0.12021563947200775,0.6676095128059387
26533,0.07198240607976913,0.05372548848390579,0.8742921948432922
26534,0.04107410088181496,0.06496398150920868,0.8939619660377502
26535,0.04654446244239807,0.0658736601471901,0.8875818252563477
26536,0.09876132756471634,0.10693777352571487,0.7943009734153748
26537,0.054263100028038025,0.04920131713151932,0.8965356349945068
26538,0.051805492490530014,0.3714042603969574,0.5767902135848999
26539,0.05253889784216881,0.148703470826149,0.7987576127052307
26540,0.2447705864906311,0.25167447328567505,0.5035548806190491
26541,0.0428117997944355,0.10531198978424072,0.8518761396408081
